1,246.07,160.7,56.763,132.45,58.99
1,820.98,177.33,62.436,145.68,54.66
1,557.89,318.42,47.801,111.54,49.953
1,228.1,363,40.282,93.991,36.782
1,228.19,184.45,44.204,103.14,27.018
1,48,188.31,24.014,56.033,13.335
1,40,192.32,24.014,56.033,11.444
1,217.21,387.37,26.083,60.861,8.8032
2,258.22,282.08,73.682,171.93,64.957
2,324.62,265.91,88.586,206.7,54.795
2,204.31,211.8,43.801,102.2,34.614
2,512.23,114.71,114.27,266.63,32.702
2,308.29,222.99,28.462,66.411,28.166
2,335.65,204.49,43.801,102.2,26.149
2,306.46,11.304,33.982,79.292,25.899
2,285.46,210.48,37.189,86.774,25.539
2,492.28,250.88,68.559,159.97,25.037
2,409.53,211.35,23.891,55.746,24.313
2,248,240.74,48.074,112.17,23.475
2,354.9,216.67,68.559,159.97,21.944
2,176.38,135.2,31.163,72.713,21.315
2,290.25,19.939,23.891,55.746,20.911
2,0,243.04,33.982,79.292,19.853
2,512.23,28.467,28.462,66.411,19.772
2,524.21,30.537,26.193,61.117,19.002
2,233.63,294.34,73.682,171.93,18.684
2,0,312.96,48.074,112.17,18.461
2,192,248.77,48.074,112.17,15.282
2,184,345.06,48.074,112.17,15.095
2,425.38,144.44,62.077,144.85,14.852
2,148.93,377.62,37.189,86.774,13.5
2,322.06,223.31,23.891,55.746,13.157
2,258.44,47.853,23.891,55.746,11.8
2,448,216.67,48.074,112.17,11.515
2,19.88,275.15,23.891,55.746,10.871
2,186.75,312,31.163,72.713,9.605
2,246.51,39.877,23.891,55.746,8.4844
2,34.494,364,51.869,121.03,8.1883
2,290.25,39.877,23.891,55.746,6.9942
2,206.07,307.89,68.559,159.97,4.6069
2,493.03,39.877,23.891,55.746,3.6337
3,286.5,288,191.56,446.97,47.58
3,624.42,315.11,44.018,102.71,39.035
3,652.58,309.42,47.668,111.23,25.529
3,218.29,274.29,164.18,383.09,21.298
3,477.5,76.8,114.93,268.17,17.619
3,671.08,0,61.942,144.53,17.391
3,171.9,422.4,114.93,268.17,16.497
3,477.5,224,95.779,223.49,16.466
3,407.47,5.6471,33.914,79.133,13.172
3,350.17,320,191.56,446.97,10.856
3,314.98,234.97,40.249,93.915,10.783
3,443.61,24.615,36.942,86.199,10.392
3,477.5,0,51.979,121.28,7.2973
3,670.18,288.67,40.249,93.915,5.1558
3,688,196,24,56,4.9881
4,480,256,192,448,69.187
4,832,320,192,448,61.764
4,335.74,292.17,125.61,293.1,43.82
4,0,0,274.29,640,38.859
4,544,224,192,448,35.855
4,426.67,162.46,88.418,206.31,30.601
4,229.25,96,114.87,268.02,29.06
4,896,384,192,448,28.309
4,465.45,116.36,174.55,407.27,25.707
4,350.81,133.07,56.948,132.88,24.852
4,384,224,96,224,23.353
4,294.87,0,40.239,93.891,23.055
4,380.34,183.21,43.921,102.48,22.54
4,773.33,400,160,373.33,20.763
4,331.85,142.57,56.948,132.88,18.531
4,600.35,22.588,67.881,158.39,18.123
4,263.01,244.36,105,245.01,17.846
4,976,212,24,56,17.161
4,264.29,20.757,31.111,72.592,16.418
4,912,280,48,112,15.295
4,886.15,285.41,31.111,72.592,15.244
4,943.54,249.16,43.921,102.48,14.712
4,304,368,96,224,12.026
4,1037.5,527.32,80.961,188.91,9.9942
4,309.68,154.84,61.935,144.52,9.3289
4,263.31,425.04,43.921,102.48,9.2818
4,312,72,24,56,7.8802
4,967.11,237.62,56.948,132.88,7.7835
5,529.44,267.1,159.49,372.13,66.078
5,344.14,240.39,159.49,372.13,60.088
5,280.29,225.82,112.49,262.47,49.957
5,896.03,243.22,31.064,72.482,30.286
5,161.07,133.55,80.343,187.47,27.18
5,442.46,69,205.5,479.5,23.41
5,308.72,6.7317,40.325,94.091,23.351
5,317.67,106.84,159.49,372.13,21.386
5,315.6,67.97,37.104,86.575,20.539
5,849.41,719.33,31.064,72.482,20.235
5,753.53,44.757,133.57,311.65,20.073
5,897.31,74.149,37.104,86.575,18.222
5,924.41,47.586,28.572,66.669,14.147
5,600.8,227.7,124.26,289.94,13.781
5,300.26,95.874,26.127,60.964,13.043
5,905.35,295.03,28.572,66.669,12.173
5,357.38,7.9615,47.705,111.31,11.72
5,714.75,228.41,28.572,66.669,10.756
5,780.82,20,24.013,56.031,9.6314
5,295.91,113.31,26.127,60.964,9.6019
5,176.31,95.172,28.572,66.669,8.961
5,86.636,148.3,74.21,173.16,8.7914
5,200.13,99.931,28.572,66.669,4.9602
5,756.79,24,24.013,56.031,0.50768
6,467.23,230.4,232.16,541.72,53.411
6,244.11,135.21,81.264,189.62,41.651
6,285.87,256,191.2,446.14,31.841
6,992.42,0,160.51,374.53,30.236
6,886.78,406.15,73.875,172.37,28.893
6,864.86,437.23,57.027,133.06,28.43
6,1039.4,476.64,40.254,93.927,23.019
6,428.57,122.18,52.428,122.33,23.016
6,176.3,108.17,81.264,189.62,22.727
6,279.67,147.69,88.445,206.37,20.928
6,714.35,86.154,73.875,172.37,19.048
6,553.21,151.58,302.36,705.51,18.712
6,103.16,464.52,61.916,144.47,18.642
6,931.39,133.07,57.027,133.06,15.515
6,1046.9,270.77,73.875,172.37,14.344
6,393.29,189.3,81.264,189.62,13.962
6,402.33,400,160.51,374.53,13.321
6,918.66,194.69,40.254,93.927,11.994
6,369.49,110.77,73.875,172.37,10.321
6,367.7,216,47.978,111.95,8.4087
6,210.75,211.2,115.06,268.48,8.2882
6,907.63,42.772,28.513,66.531,3.52
6,146.3,498.32,43.926,102.49,3.3218
7,579.54,190.7,67.042,156.43,46.744
7,420.18,230.22,47.591,111.04,42.956
7,354.92,176.91,88.622,206.78,42.632
7,464.6,161.25,96.374,224.87,41.949
7,661.07,122.21,81.153,189.36,41.623
7,240.31,96.75,96.374,224.87,39.696
7,187.98,154.8,102.81,239.88,39.663
7,549.29,172,73.426,171.33,39.193
7,644.04,219.78,57.536,134.25,38.469
7,240.31,177.38,96.374,224.87,35.864
7,434.65,11.217,67.042,156.43,28.63
7,431.72,135.79,81.153,189.36,28.448
7,701.71,210.22,57.536,134.25,26.231
7,272.35,112.88,96.374,224.87,24.339
7,164.21,272,24.019,56.043,23.342
7,412.25,158.77,47.591,111.04,23.094
7,522.92,175.44,61.679,143.92,20.56
7,601.83,168.26,67.042,156.43,19.768
7,176.73,253.22,28.661,66.877,19.555
7,379.3,78.182,31.214,72.834,19.387
7,472.19,54.316,81.153,189.36,17.129
7,390.15,68.044,33.964,79.25,17.06
7,624.81,229.33,57.536,134.25,11.662
7,586.66,0,47.591,111.04,11.585
7,556.72,328,24.019,56.043,10.483
7,690.35,83.085,26.224,61.189,8.1876
7,356.75,103.2,47.591,111.04,8.1612
7,682.49,229.33,57.536,134.25,8.0059
7,724.63,184.29,44.311,103.39,4.4264
7,393.04,275.2,102.81,239.88,3.8014
7,111.45,179.48,67.042,156.43,1.2174
8,500.26,182.86,273.57,638.33,48.228
8,959.86,172.31,73.841,172.3,40.83
8,910.16,175.77,81.327,189.76,35.728
8,591.22,137.14,273.57,638.33,33.19
8,972.16,123.08,73.841,172.3,29.5
8,14.264,432.48,28.521,66.549,19.863
8,135.36,283.08,73.841,172.3,19.73
8,890.3,256,23.976,55.944,19.21
8,343.34,340,23.976,55.944,18.351
8,898.28,252,23.976,55.944,15.227
8,952.79,113.55,62.042,144.77,15.197
8,894.29,152,47.952,111.89,6.7718
9,12.313,257.16,73.693,171.95,51.059
9,245.27,225.16,134.38,313.56,39.324
9,36.94,244.91,73.693,171.95,35.933
9,208.25,200.57,48.094,112.22,31.572
9,87.766,122.15,105.04,245.1,27.888
9,471.43,155.11,234.29,546.69,27.247
9,248.81,191.95,26.183,61.094,22.89
9,278.44,170.62,30.976,72.278,22.827
9,167.09,197.94,62.592,146.05,22.123
9,0,174.5,80.865,188.69,21.25
9,224.27,240.69,48.094,112.22,21.197
9,301.44,63.455,95.193,222.12,20.421
9,208.42,130.88,52.216,121.84,17.81
9,263.04,195.44,23.921,55.816,16.516
9,32.039,96.276,48.094,112.22,16.357
9,49.254,195.93,73.693,171.95,13.75
9,56.507,292.71,67.69,157.94,11.648
9,456.1,590.62,40.256,93.93,11.481
9,90.411,281.45,67.69,157.94,9.7553
9,763.43,500.34,36.996,86.325,9.5639
9,772.89,436.25,52.216,121.84,9.1678
9,412.5,246.91,28.468,66.424,8.1577
9,257.81,80.821,44.145,103,7.4123
